Place ID,Tên quán,Vĩ độ,Kinh độ,Điểm đánh giá,Số lượng đánh giá,Đường/Thôn,Thành phố,Tỉnh/Trạng thái,Mã quốc gia,Website,Số điện thoại,Danh mục chính,Google Maps URL,Là quán ăn/uống
ChIJZ2rtVXFFNDERDanPMQAVbkk,Nhà Hàng Hồ Câu Đỗ Hiệp,21.0076774,105.5194116,4.0,67,"2G59+3QF, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 967 430 066,Nhà hàng món cá,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20H%E1%BB%93%20C%C3%A2u%20%C4%90%E1%BB%97%20Hi%E1%BB%87p&query_place_id=ChIJZ2rtVXFFNDERDanPMQAVbkk,1
ChIJAeuDI0lcNDERDEeeakqgo_M,Phở Bò Thủy Toàn,21.0160021,105.4619265,3.4,67,,Hà Nội,"Yên Bài, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%C6%A1%CC%89%20Bo%CC%80%20Thu%CC%89y%20Toa%CC%80n&query_place_id=ChIJAeuDI0lcNDERDEeeakqgo_M,1
ChIJnYKM4bNZNDER0Ym8-PXTa4g,Mai Garden Sơn Tây,21.0474979,105.5210927,4.9,63,Số 47 đường Hoa Bằng Lăng,Hà Nội,"Đoài Phương, Hà Nội",VN,https://sites.google.com/view/maigardensontay/trang-ch%E1%BB%A7,+84 989 245 655,Khách sạn nghỉ dưỡng,https://www.google.com/maps/search/?api=1&query=Mai%20Garden%20S%C6%A1n%20T%C3%A2y&query_place_id=ChIJnYKM4bNZNDER0Ym8-PXTa4g,0
ChIJT0qrpKtZNDEREZ-rlqiI1gY,Bún Cá Đạo Thủy,21.0423669,105.5096993,4.4,62,"2GR5+WVW, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 985 294 656,Nhà hàng chuyên phục vụ bữa sáng,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20%C4%90%E1%BA%A1o%20Th%E1%BB%A7y&query_place_id=ChIJT0qrpKtZNDEREZ-rlqiI1gY,1
ChIJy3QmB0RbNDERbQUQ2PjR020,Nhà Hàng Thanh Thuý,21.0011266,105.5201713,4.1,62,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 848 555 111,Nhà hàng thịt gà,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Thanh%20Thu%C3%BD&query_place_id=ChIJy3QmB0RbNDERbQUQ2PjR020,1
ChIJR5zQEnpaNDER4t0PXs2iDP4,Nhà Sàn Ao Quê,20.9965652,105.587079,3.8,62,XHWP+JRG,Hà Nội,"Kiều Phú, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20S%C3%A0n%20Ao%20Qu%C3%AA&query_place_id=ChIJR5zQEnpaNDER4t0PXs2iDP4,1
ChIJ53IFtWRbNDERMcEuZ2CEqUQ,Cơm Thu Thủy,21.0044467,105.5192376,3.9,61,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 989 021 687,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Thu%20Th%E1%BB%A7y&query_place_id=ChIJ53IFtWRbNDERMcEuZ2CEqUQ,1
ChIJ2_mo_IZZNDERv0u3edGz0n8,Cafe Anh Hìu,21.0420625,105.5097637,4.5,60,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 983 304 684,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Cafe%20Anh%20H%C3%ACu&query_place_id=ChIJ2_mo_IZZNDERv0u3edGz0n8,1
ChIJyaga7a1bNDERBWc8jjjMMoc,Bánh Gato Thành Phát,21.0264747,105.5192644,4.7,59,36 QL21A,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 906 066 585,Tiệm bánh,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Gato%20Th%C3%A0nh%20Ph%C3%A1t&query_place_id=ChIJyaga7a1bNDERBWc8jjjMMoc,1
ChIJhew77uhbNDERiRsYusfDfKA,Cafe Minh Đức,21.0249847,105.5202616,3.8,57,2GFC+X4R,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 947 791 990,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Cafe%20Minh%20%C4%90%E1%BB%A9c&query_place_id=ChIJhew77uhbNDERiRsYusfDfKA,1
ChIJw0fdcQBbNDERmgLWRTadOV8,Mỳ cay seoul deli 7 cấp độ,21.0220837,105.5503783,4.0,56,221 thôn Mục Yên 1,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 978 591 101,Nhà hàng Hàn Quốc,https://www.google.com/maps/search/?api=1&query=M%E1%BB%B3%20cay%20seoul%20deli%207%20c%E1%BA%A5p%20%C4%91%E1%BB%99&query_place_id=ChIJw0fdcQBbNDERmgLWRTadOV8,1
ChIJ5Qk3JUlbNDERTcYmf1MgwzE,Pizza Fat,21.0124583,105.5190182,3.5,55,2G69+XJJ,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng pizza,https://www.google.com/maps/search/?api=1&query=Pizza%20Fat&query_place_id=ChIJ5Qk3JUlbNDERTcYmf1MgwzE,1
ChIJteoiDOlbNDERuPJg6VauBKw,Ẩm Thực Thái Linh Gà Cá,21.0231961,105.5206533,4.0,55,Số 189 QL21A,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://amthucthailinh.com/,+84 913 862 212,Nhà hàng,https://www.google.com/maps/search/?api=1&query=%E1%BA%A8m%20Th%E1%BB%B1c%20Th%C3%A1i%20Linh%20G%C3%A0%20C%C3%A1&query_place_id=ChIJteoiDOlbNDERuPJg6VauBKw,1
ChIJHYgROgBbNDERS9-86VBGjq0,Nhà Hàng Đức Dê Tươi,20.9948555,105.5232424,4.8,54,QL21,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 813 307 666,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20%C4%90%E1%BB%A9c%20D%C3%AA%20T%C6%B0%C6%A1i&query_place_id=ChIJHYgROgBbNDERS9-86VBGjq0,1
ChIJ1WGgXBpbNDERy7BekdVbTRo,Nhà Hàng Duy Anh,20.9955967,105.5230778,4.1,54,"XGWF+66P, QL21",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 916 028 834,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Duy%20Anh&query_place_id=ChIJ1WGgXBpbNDERy7BekdVbTRo,1
ChIJi1eENgBbNDER9XP7e61RyWU,Deuseyo,21.0128007,105.5187514,4.3,50,Số 88 Thôn 3,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 822 446 936,Nhà hàng Hàn Quốc,https://www.google.com/maps/search/?api=1&query=Deuseyo&query_place_id=ChIJi1eENgBbNDER9XP7e61RyWU,1
ChIJq7_teQBbNDERSk4lHk4PzHA,MukZone Cafe & Camping,20.9947466,105.5149541,4.7,50,XGV7+VXW,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=MukZone%20Cafe%20%26%20Camping&query_place_id=ChIJq7_teQBbNDERSk4lHk4PzHA,1
ChIJO19H3ThbNDERPIbU20Yn3wQ,Lang Thang Cà Phê - Hòa Lạc,20.9944915,105.5233454,4.7,50,XGVF+R8M,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 978 846 466,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Lang%20Thang%20C%C3%A0%20Ph%C3%AA%20-%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJO19H3ThbNDERPIbU20Yn3wQ,1
ChIJqy8rBx9bNDERlFLhCaQJXNw,Cơm Thố Anh Nguyễn Hoà Lạc,21.0069212,105.5185249,2.4,49,"2G49+J7M, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,https://comthoanhnguyen.com.vn/,+84 987 469 933,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Th%E1%BB%91%20Anh%20Nguy%E1%BB%85n%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJqy8rBx9bNDERlFLhCaQJXNw,1
ChIJjf4hqp1eNDERrIsV9IQaVCc,Hòa Thuận Quán Ẩm Thực Tây Bắc,21.0458856,105.4684117,4.0,49,2FW9+993,Hà Nội,"Đoài Phương, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=H%C3%B2a%20Thu%E1%BA%ADn%20Qu%C3%A1n%20%E1%BA%A8m%20Th%E1%BB%B1c%20T%C3%A2y%20B%E1%BA%AFc&query_place_id=ChIJjf4hqp1eNDERrIsV9IQaVCc,1
ChIJLXTaz5lbNDERiT2n-g-RImg,Nhà Hàng Huy Cường,21.0027249,105.5202969,3.9,48,7 Thôn 6,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 916 611 972,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Huy%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJLXTaz5lbNDERiT2n-g-RImg,1
ChIJy1k8MwBbNDERrbnE5kfdIV0,Bếp 1996 cs2,21.0267205,105.5492183,4.2,48,2GGX+MMP,Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/share/15t9E9QAHk/?mibextid=wwXIfr,+84 362 096 396,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=B%E1%BA%BFp%201996%20cs2&query_place_id=ChIJy1k8MwBbNDERrbnE5kfdIV0,1
ChIJOQy8BINZNDERRlspIBuMkPU,Canh Cá rô Dung Thuận,21.0404171,105.5114488,4.6,47,2GR6+5H,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 985 229 876,Quán mì,https://www.google.com/maps/search/?api=1&query=Canh%20C%C3%A1%20r%C3%B4%20Dung%20Thu%E1%BA%ADn&query_place_id=ChIJOQy8BINZNDERRlspIBuMkPU,1
ChIJvdvYZwBbNDERg8p_hFpZ-Oo,Vườn Bia Panorama,20.9840425,105.527769,4.9,47,XGMH+J46,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 865 403 959,Nhà hàng,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20Bia%20Panorama&query_place_id=ChIJvdvYZwBbNDERg8p_hFpZ-Oo,1
ChIJx5qc3GRZNDERbmdOG23SBD0,Pizza fat',21.0503,105.5681267,4.2,46,127 ĐT420,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 393 692 286,Nhà hàng pizza,https://www.google.com/maps/search/?api=1&query=Pizza%20fat'&query_place_id=ChIJx5qc3GRZNDERbmdOG23SBD0,1
ChIJTwvNjxZaNDER3M28jn3cW8c,Nhà Hàng Sông Quê,21.0169143,105.574427,4.0,46,2H8F+QQ7,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 938 581 988,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20S%C3%B4ng%20Qu%C3%AA&query_place_id=ChIJTwvNjxZaNDER3M28jn3cW8c,1
ChIJaV3SX1JZNDERyqbYgr4DJ64,Jolie Cafe,21.0451669,105.5078633,4.7,44,Số 431 thôn đoàn kết,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 987 581 694,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Jolie%20Cafe&query_place_id=ChIJaV3SX1JZNDERyqbYgr4DJ64,1
ChIJm6pyf5BbNDER-ymTqyq0eag,Cơm Thu Hằng,20.9869035,105.5253818,4.1,44,XGPG+Q56,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 368 313 125,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Thu%20H%E1%BA%B1ng&query_place_id=ChIJm6pyf5BbNDER-ymTqyq0eag,1
ChIJ3_pnIUNbNDERMHeogH3Sqmw,Highlands Coffee FV3 FPT Hoa Lac,21.0150898,105.539854,4.2,44,Hi-tech,Hà Nội,"Thạch Thất, Hà Nội",VN,https://www.highlandscoffee.com.vn/,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Highlands%20Coffee%20FV3%20FPT%20Hoa%20Lac&query_place_id=ChIJ3_pnIUNbNDERMHeogH3Sqmw,1
ChIJ2yjwNylbNDERyZaC9Pfdtss,Black Rose Coffee Audio,21.0236249,105.5205079,4.2,44,"2GFC+C6R, QL21",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 915 005 235,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Black%20Rose%20Coffee%20Audio&query_place_id=ChIJ2yjwNylbNDERyZaC9Pfdtss,1
ChIJY1LH5plbNDERiv3TWq22j5o,Home Cafe Chill Out Place,20.9845334,105.5292752,4.8,44,Thôn 1 khu tái đinh cư Bắc,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 865 082 265,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Home%20Cafe%20Chill%20Out%20Place&query_place_id=ChIJY1LH5plbNDERiv3TWq22j5o,1
ChIJ247QHL1bNDERrf5PRUbvitg,Mây Coffee,21.0189187,105.5491941,4.4,43,"2G9X+HM8, Đường Bờ Hồ",Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/profile.php?id=100092040984540&mibextid=ZbWKwL,+84 347 730 631,Quán cà phê,https://www.google.com/maps/search/?api=1&query=M%C3%A2y%20Coffee&query_place_id=ChIJ247QHL1bNDERrf5PRUbvitg,1
ChIJX_BlZgBbNDERDUm1Hoks38s,Xíu Coffee&Date,21.027045,105.547718,4.8,43,"2GGX+R3V, Unnamed",Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/share/16RQrcvqH3/?mibextid=wwXIfr,+84 986 836 800,Quán cà phê,https://www.google.com/maps/search/?api=1&query=X%C3%ADu%20Coffee%26Date&query_place_id=ChIJX_BlZgBbNDERDUm1Hoks38s,1
ChIJQ6oEpPJbNDERFio1HWcOy68,Nhà Hàng Thanh Xuân,21.0322299,105.5157162,4.3,42,"2GJ8+V7W, Qua Cầu Hòa Lạc (Đi Xuân Mai, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 945 931 186,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Thanh%20Xu%C3%A2n&query_place_id=ChIJQ6oEpPJbNDERFio1HWcOy68,1
ChIJ2V87OwBbNDERea7m-dwT2v0,Ramen Ten,21.0114501,105.5184829,3.8,41,"2G69+H9Q, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 916 327 945,Nhà hàng Nhật Bản,https://www.google.com/maps/search/?api=1&query=Ramen%20Ten&query_place_id=ChIJ2V87OwBbNDERea7m-dwT2v0,1
ChIJ70rKbwBbNDER781j3wwZUZE,Ngọt Coffee,21.0177861,105.5493472,4.8,41,Số 69 Đường Mục,Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/share/1EsDjK6L7B/?mibextid=wwXIfr,+84 328 833 158,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Ng%E1%BB%8Dt%20Coffee&query_place_id=ChIJ70rKbwBbNDER781j3wwZUZE,1
ChIJA1K-_0lbNDERsIAWQC-QL-0,Gà ri Mạnh Cường,21.0038968,105.5196938,3.9,40,QL21A,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 983 508 066,Nhà hàng thịt gà,https://www.google.com/maps/search/?api=1&query=G%C3%A0%20ri%20Ma%CC%A3nh%20C%C6%B0%C6%A1%CC%80ng&query_place_id=ChIJA1K-_0lbNDERsIAWQC-QL-0,1
ChIJ2RaSeBJbNDERTrfHd_B985c,Nhà Hàng Nam Cường 1,20.9777278,105.529666,3.8,40,,Hà Nội,"Phú Cát, Hà Nội",VN,,+84 974 048 256,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Nam%20C%C6%B0%E1%BB%9Dng%201&query_place_id=ChIJ2RaSeBJbNDERTrfHd_B985c,1
ChIJI_uGCY5bNDER6WFYDbc0AhI,Phở Phú Hưng,20.994005,105.5859944,4.6,40,CT03,Hà Nội,"Kiều Phú, Hà Nội",VN,,+84 975 663 159,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ph%C3%BA%20H%C6%B0ng&query_place_id=ChIJI_uGCY5bNDER6WFYDbc0AhI,1
ChIJ21WpJh9dNDERn44jE132eQw,Phở Bò Hữu Nghĩa,21.0133929,105.4644853,4.1,38,2F77+9Q5,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20H%E1%BB%AFu%20Ngh%C4%A9a&query_place_id=ChIJ21WpJh9dNDERn44jE132eQw,1
ChIJibwgHhZbNDERJ4qil0Zfeoo,Quán Cây Sung,21.0085591,105.5608416,3.8,38,2H56+C8G,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%A2y%20Sung&query_place_id=ChIJibwgHhZbNDERJ4qil0Zfeoo,1
ChIJfVxHu4FbNDERnTDxwrivh1U,Hola Sun Cafe Vườn (Hoà lạc),20.9959834,105.5224688,4.9,38,Số 604 Cụm 1,Hà Nội,"Hòa Lạc, Hà Nội",VN,http://cafehoalac.com/,+84 925 851 866,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Hola%20Sun%20Cafe%20V%C6%B0%E1%BB%9Dn%20(Ho%C3%A0%20l%E1%BA%A1c)&query_place_id=ChIJfVxHu4FbNDERnTDxwrivh1U,1
ChIJ21NGT7NdNDERrTDfRry-vLs,Lam Restaurant,20.990204,105.4860088,4.2,37,Miễu,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 975 317 799,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Lam%20Restaurant&query_place_id=ChIJ21NGT7NdNDERrTDfRry-vLs,1
ChIJn8yfJJJbNDERjqdNY5ZWWHg,Chè Ngon Jolly,21.0101253,105.518196,4.6,36,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 869 958 939,Nhà hàng món chè bánh lọt,https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20Ngon%20Jolly&query_place_id=ChIJn8yfJJJbNDERjqdNY5ZWWHg,1
ChIJd-eANFtbNDER3JG_m9Zhrqs,Bún Chả Nem Hùng Anh,21.0110297,105.5188437,3.3,36,2G69+CG8,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 342 436 528,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20Nem%20H%C3%B9ng%20Anh&query_place_id=ChIJd-eANFtbNDER3JG_m9Zhrqs,1
ChIJVwMY9w9aNDERcx6gU2LTDiQ,Tây Phương Quán,21.020641,105.5835029,4.1,36,ngõ 89 xóm Hoà Bình,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 977 285 468,Nhà hàng,https://www.google.com/maps/search/?api=1&query=T%C3%A2y%20Ph%C6%B0%C6%A1ng%20Qu%C3%A1n&query_place_id=ChIJVwMY9w9aNDERcx6gU2LTDiQ,1
ChIJUxdgYvxbNDERx-afBtmOFqE,Nhà Hàng Hùng Râu,20.9943472,105.5866696,4.3,36,Cầu Chui Dân Sinh Số 15ĐCT08,Hà Nội,"Kiều Phú, Hà Nội",VN,,+84 985 517 988,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Hu%CC%80ng%20R%C3%A2u&query_place_id=ChIJUxdgYvxbNDERx-afBtmOFqE,1
ChIJTZinv-lbNDERxSZbjbT79js,Quán Tổ Chim,21.0004454,105.5216595,4.1,34,"2G2C+5MF, QL21",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 932 292 116,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20T%E1%BB%95%20Chim&query_place_id=ChIJTZinv-lbNDERxSZbjbT79js,1
ChIJC5hAhppbNDERMKynnnJP2M8,Buk Bbq & Hotpot,21.0176617,105.5483525,3.3,34,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 961 961 851,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Buk%20Bbq%20%26%20Hotpot&query_place_id=ChIJC5hAhppbNDERMKynnnJP2M8,1
ChIJPyFj8qBRNDERRDnm1VaOaCE,Muội Coffee & Tea,21.0527296,105.579871,4.9,34,ngõ 238 ĐT419,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 969 642 761,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Mu%E1%BB%99i%20Coffee%20%26%20Tea&query_place_id=ChIJPyFj8qBRNDERRDnm1VaOaCE,1
ChIJg8QNYgBbNDERLEXykX7C-PE,Thềm Cafe,21.0227921,105.550495,4.9,34,2HF2+43C,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 984 143 876,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Th%E1%BB%81m%20Cafe&query_place_id=ChIJg8QNYgBbNDERLEXykX7C-PE,1
ChIJAaL7_GlbNDERk8kScBxGkkI,Mỳ Cay Seoul Hàn Quốc,21.0042483,105.5193841,3.4,33,2G39+QP7,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/datbavi.hn?mibextid=LQQJ4d,+84 984 117 955,Nhà hàng,https://www.google.com/maps/search/?api=1&query=M%E1%BB%B3%20Cay%20Seoul%20H%C3%A0n%20Qu%E1%BB%91c&query_place_id=ChIJAaL7_GlbNDERk8kScBxGkkI,1
ChIJ-b8u2r1ZNDERcmSjgsuhv_Y,Cổ Đông Quán Trâu,21.0555067,105.5202496,4.5,33,Unnamed,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 978 461 883,Nhà hàng,https://www.google.com/maps/search/?api=1&query=C%E1%BB%95%20%C4%90%C3%B4ng%20Qu%C3%A1n%20Tr%C3%A2u&query_place_id=ChIJ-b8u2r1ZNDERcmSjgsuhv_Y,1
ChIJzdcuH0ZbNDER7ueyzv-Q1nI,Gà Ri Ngọc Đăng,20.9836296,105.5263498,4.5,32,QL21A,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 372 254 930,Nhà hàng thịt gà,https://www.google.com/maps/search/?api=1&query=G%C3%A0%20Ri%20Ng%E1%BB%8Dc%20%C4%90%C4%83ng&query_place_id=ChIJzdcuH0ZbNDER7ueyzv-Q1nI,1
ChIJTal7h8VbNDERz4d3aifgDXA,Gà Mái Ghẹ - Gửi Trọn Hương Vị Đồng Quê,20.9906519,105.5192681,4.1,32,,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.chaoquan.vn/,+84 963 236 886,Nhà hàng,https://www.google.com/maps/search/?api=1&query=G%C3%A0%20M%C3%A1i%20Gh%E1%BA%B9%20-%20G%E1%BB%ADi%20Tr%E1%BB%8Dn%20H%C6%B0%C6%A1ng%20V%E1%BB%8B%20%C4%90%E1%BB%93ng%20Qu%C3%AA&query_place_id=ChIJTal7h8VbNDERz4d3aifgDXA,1
ChIJwZ0bom9bNDER8mvZsORDO3c,Mơ Coffee,21.0059303,105.5314212,4.3,32,Khu Công Nghệ Cao Hòa Lạc,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 868 288 100,Quán cà phê,https://www.google.com/maps/search/?api=1&query=M%C6%A1%20Coffee&query_place_id=ChIJwZ0bom9bNDER8mvZsORDO3c,1
ChIJB9Zdm5dbNDERumxr6yV-RUM,Nhà Hàng Thanh Dũng,20.9993601,105.5220029,3.9,31,"XGXC+PRR, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 24 3368 5342,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Thanh%20D%C5%A9ng&query_place_id=ChIJB9Zdm5dbNDERumxr6yV-RUM,1
ChIJjdRxIgBZNDERLF-q-5EZlXQ,MIXUE THẠCH THẤT - 396 Đồng Cam,21.0496747,105.5827551,4.6,31,396 Đồng Cam,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 355 365 399,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=MIXUE%20TH%E1%BA%A0CH%20TH%E1%BA%A4T%20-%20396%20%C4%90%E1%BB%93ng%20Cam&query_place_id=ChIJjdRxIgBZNDERLF-q-5EZlXQ,1
ChIJWzBz2aJFNDERoRQ4cxRHTe4,Nhà Hàng Về Bản Em,20.9789665,105.5292298,4.1,30,,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://vebanem.vn/,+84 852 485 333,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20V%E1%BB%81%20B%E1%BA%A3n%20Em&query_place_id=ChIJWzBz2aJFNDERoRQ4cxRHTe4,1
ChIJPYQEjXRdNDERvXhVLxZg0Dc,Bay Homestay,20.9816227,105.4897101,4.1,30,"XFJQ+MV4, Trại Mới",Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 866 889 199,Căn hộ nghỉ dưỡng cho thuê,https://www.google.com/maps/search/?api=1&query=Bay%20Homestay&query_place_id=ChIJPYQEjXRdNDERvXhVLxZg0Dc,0
ChIJecNITFtbNDERjvjA_AZcYsQ,Bún Đậu 1966,21.0169586,105.5524514,4.7,30,"2H82+QXP, Unnamed",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 969 636 037,Nhà hàng đậu hũ,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%201966&query_place_id=ChIJecNITFtbNDERjvjA_AZcYsQ,1
ChIJGVWRTc9bNDERFEaO5cmd-Ls,Mì Cay SEOUL Thạch Hòa,21.0107978,105.518329,3.3,29,160 Thôn 3,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://micayseoul.com/,+84 961 579 086,Nhà hàng Hàn Quốc,https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Cay%20SEOUL%20Th%E1%BA%A1ch%20H%C3%B2a&query_place_id=ChIJGVWRTc9bNDERFEaO5cmd-Ls,1
ChIJMTO69ABbNDERCwFqQQaO9rU,Nhà Hàng Na Lá Cọ,20.977477,105.5253952,4.7,29,,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 981 112 191,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Na%20L%C3%A1%20C%E1%BB%8D&query_place_id=ChIJMTO69ABbNDERCwFqQQaO9rU,1
ChIJw3w69xBbNDERbBabmbiIHn4,Quang Vinh Quán Cơm,20.9838909,105.5276032,4.2,29,"XGMH+H25, Tại khu tái định cư bắc phú cát",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 916 091 358,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=Quang%20Vinh%20Qu%C3%A1n%20C%C6%A1m&query_place_id=ChIJw3w69xBbNDERbBabmbiIHn4,1
ChIJJxydaJ9bNDERcuQU3mlteLo,Nga Toản,20.9869179,105.5313144,3.7,29,XGPJ+QG8,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 378 387 368,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Nga%20To%E1%BA%A3n&query_place_id=ChIJJxydaJ9bNDERcuQU3mlteLo,1
