"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","url","categoryName"
"Nhà Hàng Xuân Thủy","4.1","10","2HC4+335","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 976 710 418","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Xu%C3%A2n%20Th%E1%BB%A7y&query_place_id=ChIJ-Xr7WwBbNDERohYovvVkMFA","Nhà hàng"
"Pikachu Cafe Bbq","5","3","2H83+P63","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Pikachu%20Cafe%20Bbq&query_place_id=ChIJV78PRgBbNDERvAePtMRjuBI","Nhà hàng"
"Ngọt Coffee","4.8","41","Số 69 Đường Mục","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/share/1EsDjK6L7B/?mibextid=wwXIfr","+84 328 833 158","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Ng%E1%BB%8Dt%20Coffee&query_place_id=ChIJ70rKbwBbNDER781j3wwZUZE","Quán cà phê"
"Chihiro - Drink & Food","4.3","76",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 971 958 185","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=Chihiro%20-%20Drink%20%26%20Food&query_place_id=ChIJk5Kqa_RbNDERuXPQu4wdXGw","Nhà hàng Hàn Quốc"
"Quán ăn đêm N-1992","5","1","2H44+CGV","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 983 180 222","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20%C4%91%C3%AAm%20N-1992&query_place_id=ChIJXV0yCABbNDERZNvbywoyXJI","Quán ăn nhỏ"
"Ba Duẩn Quán","5","2","2H43+XCX","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ba%20Du%E1%BA%A9n%20Qu%C3%A1n&query_place_id=ChIJq0kzmMtbNDERuZRBDUE7rjs","Nhà hàng"
"Ăn đêm tình béo",,,,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 942 366 333","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%82n%20%C4%91%C3%AAm%20t%C3%ACnh%20b%C3%A9o&query_place_id=ChIJJR92GQBbNDERNMV27_h1qgg","Nhà hàng"
"Hẻm Cafe","4.5","10","Ngõ 69 Đường Tân Xã","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BA%BBm%20Cafe&query_place_id=ChIJo5PdOABbNDERHaVyZ3AeGzw","Quán cà phê"
"Nhà Hàng Phương Đông","4","4","98 thôn Mục","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 925 001 355","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C6%B0%C6%A1ng%20%C4%90%C3%B4ng&query_place_id=ChIJE_DCbgBbNDERJdQ2o0-yFE8","Nhà hàng"
"Chạm Coffee","4.8","5","2G9X+FVV","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 966 481 505","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Ch%E1%BA%A1m%20Coffee&query_place_id=ChIJWxHKYABbNDERJqn8EmClmoY","Quán cà phê"
"Bảo Trâm Quán","5","1","2G9X+4CM","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%E1%BA%A3o%20Tr%C3%A2m%20Qu%C3%A1n&query_place_id=ChIJXdp_LQBbNDER7w5MpSZAz2M","Nhà hàng"
"Nếp - Trà Và Cà Phê Pha Máy","4.8","111","53 Đường Vành Đai Công Nghệ","Hà Nội","Hạ Bằng, Hà Nội","VN","http://nepvanhoa.vn/","+84 822 446 936","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=N%E1%BA%BFp%20-%20Tr%C3%A0%20V%C3%A0%20C%C3%A0%20Ph%C3%AA%20Pha%20M%C3%A1y&query_place_id=ChIJqWASayRRNDERbwzYXdfrsfE","Quán cà phê"
"Nhà Hàng Hương Thịnh","4.3","13","2H48+Q2C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 928 681 992","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20H%C6%B0%C6%A1ng%20Th%E1%BB%8Bnh&query_place_id=ChIJL65-BQVbNDERP27tefgocNI","Nhà hàng"
"Helios Club","5","1","2H92+Q25","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 389 555 158","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Helios%20Club&query_place_id=ChIJHUbfIbRbNDERp2YbYCgyw2o","Quán cà phê"
"LT","5","3","47 đường Mục Uyên, thôn Mục Uyên 1","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 346 386 066","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=LT&query_place_id=ChIJ0RpCuOlbNDERE8qr_y078r8","Quán cà phê"
"Liên tỷ tỷ coffee","4.7","3","2G9X+489","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Li%C3%AAn%20t%E1%BB%B7%20t%E1%BB%B7%20coffee&query_place_id=ChIJ9QdUJgBbNDEREb2ODRlLGmI","Quán cà phê"
"Tiệm của Mẹ","5","3","2H93+H34 Mục Uyên 1","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 385 709 535","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%E1%BB%A7a%20M%E1%BA%B9&query_place_id=ChIJBacgVwBbNDERbFmjp417Mm4","Quán cà phê"
"Quán Vịt Vân Hiền","4.4","12","2H92+XG4","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 374 304 531","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20V%E1%BB%8Bt%20V%C3%A2n%20Hi%E1%BB%81n&query_place_id=ChIJxaIua8dbNDERMDnc0aXEcg8","Nhà hàng"
"Gà Rán Bonkon 03","4.5","17","88 Mục Uyên 1","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 916 991 999","Quán gà rán mang đi",,,,,,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Bonkon%2003&query_place_id=ChIJfy1yj_pbNDERUMJyG0tycbA","Quán gà rán mang đi"
"Bia Hơi Gió Công Nghệ",,,"2H53+8C7","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20Gi%C3%B3%20C%C3%B4ng%20Ngh%E1%BB%87&query_place_id=ChIJw6BtUgBbNDERnOXwWDEuvOQ","Nhà hàng"
"Quán Bia Cường Xoăn",,,"2H44+FCP","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 985 623 953","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Bia%20C%C6%B0%E1%BB%9Dng%20Xo%C4%83n&query_place_id=ChIJN7DCKwBbNDERt0oO028HBlQ","Nhà hàng"
"Bún Bò Huế Ngô Thủy","4.5","4","2H92+Q25","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 987 524 901","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20Ng%C3%B4%20Th%E1%BB%A7y&query_place_id=ChIJfY1vYwBbNDER_WxWUoCfu6U","Quán mì"
"Bún Phở Hường Béo","4.2","10",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 967 904 527","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20H%C6%B0%E1%BB%9Dng%20B%C3%A9o&query_place_id=ChIJPbrazNJbNDERK9-UUdGFFB0","Nhà hàng"
"Gà Rán Five Star Tân Xã","4.1","24","Số 5 Đường Mục Uyên","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 973 351 263","Quán gà rán mang đi","Nhà hàng món gà rán đập","Trà trân châu","Nhà hàng phục vụ món ăn với nước xốt đun","Nhà hàng phục vụ phần ăn nhỏ",,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Five%20Star%20T%C3%A2n%20X%C3%A3&query_place_id=ChIJux3JsslbNDERMDT_j9os_ZU","Quán gà rán mang đi"
"Buk Bbq & Hotpot","3.3","34",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 961 961 851","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Buk%20Bbq%20%26%20Hotpot&query_place_id=ChIJC5hAhppbNDERMKynnnJP2M8","Nhà hàng"
"Quán Chú Béo","3.8","13","2H92+RH5","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%BA%20B%C3%A9o&query_place_id=ChIJKbXhxpZbNDERah6WMjXNsGc","Quán ăn nhỏ"
"Giang Hay Quán","3.7","3","2G9X+HM5, Đường Bờ Hồ","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Giang%20Hay%20Qu%C3%A1n&query_place_id=ChIJaSqfFABbNDERGn5Ak91PkIE","Quán ăn nhỏ"
"Quán Cây Sung","3.8","38","2H56+C8G","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%A2y%20Sung&query_place_id=ChIJibwgHhZbNDERJ4qil0Zfeoo","Nhà hàng"
"Quán Lợi Vịt","3.3","3","2H92+8WQ, Unnamed Road","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BB%A3i%20V%E1%BB%8Bt&query_place_id=ChIJY4GjU4RbNDERW4HOV3-swpU","Quán ăn nhỏ"
"Nhà hàng ven sông",,,"2H8F+H2H","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20ven%20s%C3%B4ng&query_place_id=ChIJbZTkXwBbNDERYJzw9J2c1Fk","Nhà hàng"
"Chè Góc Nhỏ Quán",,,"2HC2+V3W","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng món chè bánh lọt",,,,,,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20G%C3%B3c%20Nh%E1%BB%8F%20Qu%C3%A1n&query_place_id=ChIJD0S6RwBbNDER7gPp5AicyQk","Nhà hàng món chè bánh lọt"
"Quán Lẩu Quang Ích 68","3.3","10","2H64+P56","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BA%A9u%20Quang%20%C3%8Dch%2068&query_place_id=ChIJu2ValuRbNDERtGfR_ORxAD8","Nhà hàng"
"Quán Tâm Loan Gà Chó Chim","3.5","2","2H97+WHQ, thôn1","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 397 569 427","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20T%C3%A2m%20Loan%20G%C3%A0%20Ch%C3%B3%20Chim&query_place_id=ChIJmQoodedbNDERhBQo9RhYbDI","Quán ăn nhỏ"
"Quán Thu Hà","1","2","2G9X+49J, Bờ Hồ","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Thu%20H%C3%A0&query_place_id=ChIJ--rYSABbNDER8vgT99R2QnM","Nhà hàng"
"Bia Thành Quán","1","1","2G9X+28P","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20Th%C3%A0nh%20Qu%C3%A1n&query_place_id=ChIJVY8hDgBbNDERS_inf8jwqqw","Nhà hàng"
"Bia Hơi Hà Nội Trường Nhộng",,,,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20H%C3%A0%20N%E1%BB%99i%20Tr%C6%B0%E1%BB%9Dng%20Nh%E1%BB%99ng&query_place_id=ChIJH25i4TNaNDERE9HGNNCKDIY","Nhà hàng"
"Ốc Mai Yến",,,"Đập chăn quán, hồ tân xã","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán ăn nhẹ",,,,,,"https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20Mai%20Y%E1%BA%BFn&query_place_id=ChIJwXdqKC5bNDERL1E6-Ma43II","Quán ăn nhẹ"
"Quán Trâu Ngon",,,"Khu Công Nghệ Cao Hòa Lạc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 337 590 733","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Tr%C3%A2u%20Ngon&query_place_id=ChIJ--_gKURbNDERs_XqGbLzswI","Nhà hàng"
"Sữa Chua Cô Hấu Hạ Long","5","1","Số 57 Thôn Mục","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 979 286 790","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=S%E1%BB%AFa%20Chua%20C%C3%B4%20H%E1%BA%A5u%20H%E1%BA%A1%20Long&query_place_id=ChIJTaBMiohbNDERuMbl9gdi7r0","Cửa hàng kem"
"Bánh Mỳ Thu Thủy","2.7","3","2G8X+J5H","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Cửa hàng sandwich",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20Thu%20Th%E1%BB%A7y&query_place_id=ChIJQzfzbQBbNDERgbrfrRN2lts","Cửa hàng sandwich"
"Lộc Vừng Quán",,,,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BB%99c%20V%E1%BB%ABng%20Qu%C3%A1n&query_place_id=ChIJM1rdbABbNDERV45hc7gnXLI","Nhà hàng gia đình"
"Diệu Linh Vịt Quán",,,"2H44+HFW","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Di%E1%BB%87u%20Linh%20V%E1%BB%8Bt%20Qu%C3%A1n&query_place_id=ChIJAW1WdABbNDERL7iGQQA0oZ4","Nhà hàng"
"Bánh Mỳ Hồng Cổ Ốc",,,"2G9X+4CM","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Gian hàng rong",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20H%E1%BB%93ng%20C%E1%BB%95%20%E1%BB%90c&query_place_id=ChIJAyKebABbNDERR-_UPFyLtd4","Gian hàng rong"
"Quán Bia Lẩu 68",,,"2H64+G54","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Bia%20L%E1%BA%A9u%2068&query_place_id=ChIJUcncSgBbNDERITHoiAwhWqI","Nhà hàng"
"Quán Chè Thanh Chuyền","3","1","2H43+JX8","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 396 493 115","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A8%20Thanh%20Chuy%E1%BB%81n&query_place_id=ChIJwWFKMABbNDER4ECaSQ9Szw0","Nhà hàng ăn nhanh"
"Bánh Mỳ Pate Ốc",,,"2G9X+382","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Cửa hàng sandwich",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20Pate%20%E1%BB%90c&query_place_id=ChIJrUdmEQBbNDERTFyQtZtFvkU","Cửa hàng sandwich"
"Gà Vịt Nướng Đức Phước",,,"2H92+F8M","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 357 471 781","Gian hàng rong",,,,,,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20V%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20%C4%90%E1%BB%A9c%20Ph%C6%B0%E1%BB%9Bc&query_place_id=ChIJoy-ObgBbNDERolb4JUW4frs","Gian hàng rong"
"Nhà Hàng Tuấn Hưng",,,"2H48+Q2C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tu%E1%BA%A5n%20H%C6%B0ng&query_place_id=ChIJFzIOAABbNDERDLGVBRqlemI","Nhà hàng"
"Quán Cháo Đêm Hạ Bằng",,,"2H44+QHX","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A1o%20%C4%90%C3%AAm%20H%E1%BA%A1%20B%E1%BA%B1ng&query_place_id=ChIJW-hzGgBbNDERe51b4jvqvWk","Quán ăn nhỏ"
"Mộc Coffee & Tea","2.8","11",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 984 851 451","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=M%E1%BB%99c%20Coffee%20%26%20Tea&query_place_id=ChIJU3mZ5zlbNDERzpGMWg5zcgo","Quán cà phê"
"Quán nước Hương Quê",,,"2G8X+J5H","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20n%C6%B0%E1%BB%9Bc%20H%C6%B0%C6%A1ng%20Qu%C3%AA&query_place_id=ChIJy53mA1hbNDERzP6LS1t83RI","Quán cà phê"
"Nhà Hàng Gà Hà Đạo","4.2","99","Đồng Trạng","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 329 909 391","Nhà hàng thịt gà",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20G%C3%A0%20H%C3%A0%20%C4%90%E1%BA%A1o&query_place_id=ChIJbXvJ3_hbNDERkTfN17KHvAs","Nhà hàng thịt gà"
"Nhà Hàng An Phát","4.7","3","567 QL21A","Hà Nội","Đoài Phương, Hà Nội","VN",,"+84 523 518 888","Nhà hàng món nướng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20An%20Ph%C3%A1t&query_place_id=ChIJ81ZOOgBZNDERwnCyuZpb9GI","Nhà hàng món nướng"
"Canh Cá rô Dung Thuận","4.6","47","2GR6+5H","Hà Nội","Đoài Phương, Hà Nội","VN",,"+84 985 229 876","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=Canh%20C%C3%A1%20r%C3%B4%20Dung%20Thu%E1%BA%ADn&query_place_id=ChIJOQy8BINZNDERRlspIBuMkPU","Quán mì"
"Nhà Hàng Vịt Tiến Hưng","4.8","6","Gần, Asean Resort","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 976 265 742","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20V%E1%BB%8Bt%20Ti%E1%BA%BFn%20H%C6%B0ng&query_place_id=ChIJ81lYWABbNDERtlgh_-eNwWg","Nhà hàng"
"Nhà Hàng Trường Sa ( Phở Lý Quốc Sư, Cơm Xe Tải, Lẩu các loại )","4.7","3","Thôn Đoàn Kết","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng món lẩu",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tr%C6%B0%E1%BB%9Dng%20Sa%20(%20Ph%E1%BB%9F%20L%C3%BD%20Qu%E1%BB%91c%20S%C6%B0%2C%20C%C6%A1m%20Xe%20T%E1%BA%A3i%2C%20L%E1%BA%A9u%20c%C3%A1c%20lo%E1%BA%A1i%20)&query_place_id=ChIJP-DqBQBZNDERM1fQ6STkVrk","Nhà hàng món lẩu"
"HaBi Streets Cuisine","4.9","19","Số 84 thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/HaBiStreetsCuisine?mibextid=LQQJ4d","+84 335 714 986","Nhà hàng","Nhà hàng châu Á",,,,,"https://www.google.com/maps/search/?api=1&query=HaBi%20Streets%20Cuisine&query_place_id=ChIJMe_URABbNDERASAIIIGoV34","Nhà hàng"
"Miền Trung Quán","4.2","14",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 989 496 007","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Mi%E1%BB%81n%20Trung%20Qu%C3%A1n&query_place_id=ChIJuZcicn5bNDERLuMXKjKBaRQ","Nhà hàng"
"Nhà Hàng Thanh Xuân","4.3","42","2GJ8+V7W, Qua Cầu Hòa Lạc (Đi Xuân Mai, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 945 931 186","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Thanh%20Xu%C3%A2n&query_place_id=ChIJQ6oEpPJbNDERFio1HWcOy68","Nhà hàng"
"Bún Cá Đạo Thủy","4.4","62","2GR5+WVW, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 985 294 656","Nhà hàng chuyên phục vụ bữa sáng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20%C4%90%E1%BA%A1o%20Th%E1%BB%A7y&query_place_id=ChIJT0qrpKtZNDEREZ-rlqiI1gY","Nhà hàng chuyên phục vụ bữa sáng"
"Hồ Sen Quán","4.3","8","Linh sơn","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 966 430 969","Nhà hàng","Quán bia",,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20Sen%20Qu%C3%A1n&query_place_id=ChIJPUzi-zxZNDERgd62xgIed_c","Nhà hàng"
"Cafe Anh Hìu","4.5","60",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 983 304 684","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20Anh%20H%C3%ACu&query_place_id=ChIJ2_mo_IZZNDERv0u3edGz0n8","Quán cà phê"
"Nhà hàng 5 "" xao""","5","3","2GQ8+458","Hà Nội","Đoài Phương, Hà Nội","VN",,"","Nhà hàng châu Á",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%205%20%22%20xao%22&query_place_id=ChIJA_s0CABbNDERD3JEH5_t6So","Nhà hàng châu Á"
"Moose Plus Cafe","5","3","Số nhà 693, khu 73,thôn đoàn kết","Hà Nội","Đoài Phương, Hà Nội","VN",,"+84 915 305 538","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Moose%20Plus%20Cafe&query_place_id=ChIJWSEnPudbNDERQETUkt0NiAs","Quán cà phê"
"Hoa Lư Quán","3","4","2GR6+R3X, QL21A","Hà Nội","Đoài Phương, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Hoa%20L%C6%B0%20Qu%C3%A1n&query_place_id=ChIJZcy30fRZNDERX8ICmjDWgAc","Nhà hàng"
"Bún riêu cô Hằng",,,"521 QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20c%C3%B4%20H%E1%BA%B1ng&query_place_id=ChIJKyTlewBZNDERpQP_wDAQq9A","Quán ăn nhỏ"
"Nhất Thuỷ Quán","3.7","21","2GV5+7Q4","Hà Nội","Đoài Phương, Hà Nội","VN",,"+84 982 760 976","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%E1%BA%A5t%20Thu%E1%BB%B7%20Qu%C3%A1n&query_place_id=ChIJb2cIKdlZNDERWiJjmK6D604","Quán ăn nhỏ"
"Quán bia Trường Mai",,,"Thôn Đoàn Kết","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Khu ăn uống",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20Tr%C6%B0%E1%BB%9Dng%20Mai&query_place_id=ChIJ6cQHeQBZNDERisbvX75IR4A","Khu ăn uống"
"PHỞ BÒ CƠM RANG VŨ THẢO",,,"QL21/thôn Đoàn Kết","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 977 403 296","Khu ăn uống",,,,,,"https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20B%C3%92%20C%C6%A0M%20RANG%20V%C5%A8%20TH%E1%BA%A2O&query_place_id=ChIJzbcc26JZNDERrF9EkOaoHeE","Khu ăn uống"
"Nhà Hàng Mạnh Hưng","5","1","XGQP+PRC","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 398 813 145","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20M%E1%BA%A1nh%20H%C6%B0ng&query_place_id=ChIJ46rUaQBbNDERBusOU91ToRU","Quán ăn nhỏ"
"Cơm Xe Tải Hồng Hải","4.7","7","XGQR+V2G","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/share/6cLYftndAFGn5QxG/?mibextid=LQQJ4d","+84 977 815 171","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Xe%20T%E1%BA%A3i%20H%E1%BB%93ng%20H%E1%BA%A3i&query_place_id=ChIJSR94RQBbNDERv8vxNfPuG84","Nhà hàng cơm"
"Nguyên Đăng Quán","4.2","13","XGPP+XHH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 973 476 322","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nguy%C3%AAn%20%C4%90%C4%83ng%20Qu%C3%A1n&query_place_id=ChIJMbTuErpUNDERn_YpZunfXeQ","Nhà hàng"
"Quán Cây Sung","4.3","7",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 976 585 726","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%A2y%20Sung&query_place_id=ChIJu5AavnFbNDER7JhoS9GO-oo","Quán bia"
"Vịt Quay Văn Việt","4.5","2","Đường đôi tđc bắc phú cát","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 946 780 712","Gian hàng rong",,,,,,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20Quay%20V%C4%83n%20Vi%E1%BB%87t&query_place_id=ChIJlacZVOJbNDERmK2W13fIRjs","Gian hàng rong"
