Place ID,Tên quán,Tên món ăn,Giá (VNĐ),Đơn vị,Mô tả
ChIJ1_fw2f1dNDERZbnL2Tv-g-U,Nhà Hàng Mít,Cá kho tộ miền Tây đậm vị,85000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJ1_fw2f1dNDERZbnL2Tv-g-U,Nhà Hàng Mít,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJ1_fw2f1dNDERZbnL2Tv-g-U,Nhà Hàng Mít,Sườn non xào chua ngọt,78000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJ1_fw2f1dNDERZbnL2Tv-g-U,Nhà Hàng Mít,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJ1_fw2f1dNDERZbnL2Tv-g-U,Nhà Hàng Mít,Canh riêu cua đồng cà pháo,47000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJ1_fw2f1dNDERZbnL2Tv-g-U,Nhà Hàng Mít,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJnXn0ddZbNDERzUuRUdXk5Xc,Tê Tê Chicken,Gà ri hấp lá chanh (Cả con),210000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJnXn0ddZbNDERzUuRUdXk5Xc,Tê Tê Chicken,Gà ri nướng mật ong (Cả con),250000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJnXn0ddZbNDERzUuRUdXk5Xc,Tê Tê Chicken,Gà rang muối tỏi,110000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJnXn0ddZbNDERzUuRUdXk5Xc,Tê Tê Chicken,Lẩu gà ri thuốc bắc,360000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
ChIJnXn0ddZbNDERzUuRUdXk5Xc,Tê Tê Chicken,Xôi chim câu hành phi,75000,đĩa,Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ
ChIJnXn0ddZbNDERzUuRUdXk5Xc,Tê Tê Chicken,Lòng mề gà xào mướp giá,70000,đĩa,Lòng mề gà ri giòn xào mướp hương thơm phức
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Cà phê đen đá pha phin,19000,ly,Cà phê đen truyền thống đậm đà
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Cà phê sữa đá,22000,ly,Cà phê sữa pha phin béo ngậy
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Trà đào cam sả,40000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Trà sữa trân châu truyền thống,33000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Sinh tố bơ sáp,35000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJg_OFbQBbNDERnimNYFnBxKk,Yihetang Hoà Lạc,Nước ép cam nguyên chất,30000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJKZYG_kBbNDERapsG7905qKg,1988 BBQ,Lẩu cua đồng sườn sụn bắp bò,350000,nồi,"Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn"
ChIJKZYG_kBbNDERapsG7905qKg,1988 BBQ,Lẩu Thái hải sản chua cay,379000,nồi,"Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm"
ChIJKZYG_kBbNDERapsG7905qKg,1988 BBQ,Set nướng BBQ thập cẩm bò ba chỉ,289000,set,"Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo"
ChIJKZYG_kBbNDERapsG7905qKg,1988 BBQ,Ba chỉ bò Mỹ nhúng thêm,80000,đĩa,Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm
ChIJKZYG_kBbNDERapsG7905qKg,1988 BBQ,Sườn sụn non heo thêm,77000,đĩa,Sườn non giòn sần sật nhúng lẩu
ChIJKZYG_kBbNDERapsG7905qKg,1988 BBQ,Rau nấm tổng hợp nhúng lẩu,27000,đĩa,"Nấm kim châm, cải thảo, rau muống tươi"
ChIJ-UsoJwBbNDERk-mzYh2_GEE,CƠM SẠCH 17,Cơm rang dưa bò,45000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJ-UsoJwBbNDERk-mzYh2_GEE,CƠM SẠCH 17,Cơm rang thập cẩm giòn,35000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJ-UsoJwBbNDERk-mzYh2_GEE,CƠM SẠCH 17,Cơm thố xá xíu nóng hổi,45000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJ-UsoJwBbNDERk-mzYh2_GEE,CƠM SẠCH 17,Suất cơm bình dân tự chọn (3 món mặn + rau),30000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJ-UsoJwBbNDERk-mzYh2_GEE,CƠM SẠCH 17,Cơm tấm sườn bì chả Sài Gòn,40000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJI8k5qGJcNDER1C-7pW0-bgA,Nhà Hàng Mường Nhé,Thịt trâu xào lá lốt,140000,đĩa,Thịt trâu tươi mềm ngọt xào lá lốt thơm lừng
ChIJI8k5qGJcNDER1C-7pW0-bgA,Nhà Hàng Mường Nhé,Thịt trâu nhúng mẻ chua cay,130000,đĩa,Thịt trâu nhúng nước dùng mẻ chua thanh nhẹ
ChIJI8k5qGJcNDER1C-7pW0-bgA,Nhà Hàng Mường Nhé,Dê tái chanh chấm tương gừng,140000,đĩa,Thịt dê núi hấp tái trộn vừng sả lá chanh
ChIJI8k5qGJcNDER1C-7pW0-bgA,Nhà Hàng Mường Nhé,Dê né bản gang,170000,đĩa,Dê xào nóng hổi trên bản gang kèm đậu bắp
ChIJI8k5qGJcNDER1C-7pW0-bgA,Nhà Hàng Mường Nhé,Lẩu dê núi nhúng mẻ,419000,nồi,Nồi lẩu dê núi ré thơm ngon kèm rau nhúng đặc sản
ChIJI8k5qGJcNDER1C-7pW0-bgA,Nhà Hàng Mường Nhé,Cơm cháy sốt dê,75000,đĩa,Cơm cháy giòn tan rưới nước sốt dê đậm vị
ChIJ51wf8adbNDERPUTpGxvPvt4,Nhà Hàng Gà Thành Trung,Gà ri hấp lá chanh (Cả con),210000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJ51wf8adbNDERPUTpGxvPvt4,Nhà Hàng Gà Thành Trung,Gà ri nướng mật ong (Cả con),230000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJ51wf8adbNDERPUTpGxvPvt4,Nhà Hàng Gà Thành Trung,Gà rang muối tỏi,110000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJ51wf8adbNDERPUTpGxvPvt4,Nhà Hàng Gà Thành Trung,Lẩu gà ri thuốc bắc,360000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
ChIJ51wf8adbNDERPUTpGxvPvt4,Nhà Hàng Gà Thành Trung,Xôi chim câu hành phi,75000,đĩa,Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ
ChIJ51wf8adbNDERPUTpGxvPvt4,Nhà Hàng Gà Thành Trung,Lòng mề gà xào mướp giá,75000,đĩa,Lòng mề gà ri giòn xào mướp hương thơm phức
ChIJ2eMGmA9aNDERWMo-kIk9FxI,Tuấn Hường Restaurant Lẩu Cua Đồng,Lẩu cua đồng sườn sụn bắp bò,330000,nồi,"Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn"
ChIJ2eMGmA9aNDERWMo-kIk9FxI,Tuấn Hường Restaurant Lẩu Cua Đồng,Lẩu Thái hải sản chua cay,419000,nồi,"Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm"
ChIJ2eMGmA9aNDERWMo-kIk9FxI,Tuấn Hường Restaurant Lẩu Cua Đồng,Set nướng BBQ thập cẩm bò ba chỉ,279000,set,"Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo"
ChIJ2eMGmA9aNDERWMo-kIk9FxI,Tuấn Hường Restaurant Lẩu Cua Đồng,Ba chỉ bò Mỹ nhúng thêm,85000,đĩa,Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm
ChIJ2eMGmA9aNDERWMo-kIk9FxI,Tuấn Hường Restaurant Lẩu Cua Đồng,Sườn sụn non heo thêm,73000,đĩa,Sườn non giòn sần sật nhúng lẩu
ChIJ2eMGmA9aNDERWMo-kIk9FxI,Tuấn Hường Restaurant Lẩu Cua Đồng,Rau nấm tổng hợp nhúng lẩu,33000,đĩa,"Nấm kim châm, cải thảo, rau muống tươi"
ChIJv3IixJJbNDERZvijf46LUfs,Lẩu Cua Đồng Hoà Lạc 36,Lẩu cua đồng sườn sụn bắp bò,340000,nồi,"Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn"
ChIJv3IixJJbNDERZvijf46LUfs,Lẩu Cua Đồng Hoà Lạc 36,Lẩu Thái hải sản chua cay,389000,nồi,"Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm"
ChIJv3IixJJbNDERZvijf46LUfs,Lẩu Cua Đồng Hoà Lạc 36,Set nướng BBQ thập cẩm bò ba chỉ,279000,set,"Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo"
ChIJv3IixJJbNDERZvijf46LUfs,Lẩu Cua Đồng Hoà Lạc 36,Ba chỉ bò Mỹ nhúng thêm,75000,đĩa,Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm
ChIJv3IixJJbNDERZvijf46LUfs,Lẩu Cua Đồng Hoà Lạc 36,Sườn sụn non heo thêm,80000,đĩa,Sườn non giòn sần sật nhúng lẩu
ChIJv3IixJJbNDERZvijf46LUfs,Lẩu Cua Đồng Hoà Lạc 36,Rau nấm tổng hợp nhúng lẩu,30000,đĩa,"Nấm kim châm, cải thảo, rau muống tươi"
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Cà phê sữa đá,28000,ly,Cà phê sữa pha phin béo ngậy
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Trà sữa trân châu truyền thống,37000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJ6f6N3XhbNDERQgnadWt3m7k,Get&Go Cafe,Nước ép cam nguyên chất,33000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Cà phê đen đá pha phin,25000,ly,Cà phê đen truyền thống đậm đà
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Cà phê sữa đá,22000,ly,Cà phê sữa pha phin béo ngậy
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Bạc xỉu cốt dừa,27000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Trà sữa trân châu truyền thống,35000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJW4E-xCdbNDER9ybwhxqF1Cg,The Coffee 68,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJSRUyoPBbNDERZ0cyVVHmDsE,Bún Bò Huế Ngô Thúy,"Bún bò Huế đầy đủ (Thịt bò, chả cua, tiết, mọc)",45000,bát,"Bún bò Huế chuẩn vị nước dùng thơm mùi sả, ruốc heo"
ChIJSRUyoPBbNDERZ0cyVVHmDsE,Bún Bò Huế Ngô Thúy,Bún bò Huế đặc biệt (Thêm giò heo),50000,bát,Bún bò Huế tô lớn thêm chân giò heo béo ngậy
ChIJSRUyoPBbNDERZ0cyVVHmDsE,Bún Bò Huế Ngô Thúy,Bún bò Huế tái chín,33000,bát,Bún bò với thịt bò tái chần và nạm bò chín
ChIJSRUyoPBbNDERZ0cyVVHmDsE,Bún Bò Huế Ngô Thúy,Quẩy nóng,5000,chiếc,Quẩy giòn ăn kèm bún bò
ChIJSRUyoPBbNDERZ0cyVVHmDsE,Bún Bò Huế Ngô Thúy,Giò tai heo thêm,7000,chiếc,Giò tai giòn sần sật gọi thêm
ChIJSRUyoPBbNDERZ0cyVVHmDsE,Bún Bò Huế Ngô Thúy,Trà đá,2000,cốc,Trà đá mát lạnh giải nhiệt
ChIJp_3CFfpbNDERyvG1es3SL5Q,Bún Bò Huế Thái Anh 688,"Bún bò Huế đầy đủ (Thịt bò, chả cua, tiết, mọc)",40000,bát,"Bún bò Huế chuẩn vị nước dùng thơm mùi sả, ruốc heo"
ChIJp_3CFfpbNDERyvG1es3SL5Q,Bún Bò Huế Thái Anh 688,Bún bò Huế đặc biệt (Thêm giò heo),50000,bát,Bún bò Huế tô lớn thêm chân giò heo béo ngậy
ChIJp_3CFfpbNDERyvG1es3SL5Q,Bún Bò Huế Thái Anh 688,Bún bò Huế tái chín,30000,bát,Bún bò với thịt bò tái chần và nạm bò chín
ChIJp_3CFfpbNDERyvG1es3SL5Q,Bún Bò Huế Thái Anh 688,Quẩy nóng,8000,chiếc,Quẩy giòn ăn kèm bún bò
ChIJp_3CFfpbNDERyvG1es3SL5Q,Bún Bò Huế Thái Anh 688,Giò tai heo thêm,13000,chiếc,Giò tai giòn sần sật gọi thêm
ChIJp_3CFfpbNDERyvG1es3SL5Q,Bún Bò Huế Thái Anh 688,Trà đá,5000,cốc,Trà đá mát lạnh giải nhiệt
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Cà phê sữa đá,22000,ly,Cà phê sữa pha phin béo ngậy
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Trà đào cam sả,37000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Trà sữa trân châu truyền thống,37000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Sinh tố bơ sáp,37000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJqWASayRRNDERbwzYXdfrsfE,Nếp - Trà Và Cà Phê Pha Máy,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJaQCONZFbNDERzLchgfrwEHQ,Hoà Lạc Viên,Cá kho tộ miền Tây đậm vị,83000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJaQCONZFbNDERzLchgfrwEHQ,Hoà Lạc Viên,Thịt ba chỉ rang cháy cạnh,77000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJaQCONZFbNDERzLchgfrwEHQ,Hoà Lạc Viên,Sườn non xào chua ngọt,82000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJaQCONZFbNDERzLchgfrwEHQ,Hoà Lạc Viên,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJaQCONZFbNDERzLchgfrwEHQ,Hoà Lạc Viên,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJaQCONZFbNDERzLchgfrwEHQ,Hoà Lạc Viên,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJlemwCLpbNDER_akNoTeV1t0,Phở Vũ Gia Truyền,Phở chín bò ta,35000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJlemwCLpbNDER_akNoTeV1t0,Phở Vũ Gia Truyền,Phở tái chần,33000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJlemwCLpbNDER_akNoTeV1t0,Phở Vũ Gia Truyền,Phở nạm gầu giòn,40000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJlemwCLpbNDER_akNoTeV1t0,Phở Vũ Gia Truyền,Phở tái lăn đặc biệt,43000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJlemwCLpbNDER_akNoTeV1t0,Phở Vũ Gia Truyền,Trứng gà trần,10000,quả,Trứng trần nước phở béo ngậy
ChIJlemwCLpbNDER_akNoTeV1t0,Phở Vũ Gia Truyền,Quẩy giòn,5000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Cà phê sữa đá,28000,ly,Cà phê sữa pha phin béo ngậy
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Bạc xỉu cốt dừa,27000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Trà sữa trân châu truyền thống,40000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Sinh tố bơ sáp,33000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJ45cwWgBbNDERRZWaGajQ1ps,Chốn Xin Chào Cafe,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJbXvJ3_hbNDERkTfN17KHvAs,Nhà Hàng Gà Hà Đạo,Gà ri hấp lá chanh (Cả con),220000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJbXvJ3_hbNDERkTfN17KHvAs,Nhà Hàng Gà Hà Đạo,Gà ri nướng mật ong (Cả con),230000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJbXvJ3_hbNDERkTfN17KHvAs,Nhà Hàng Gà Hà Đạo,Gà rang muối tỏi,130000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJbXvJ3_hbNDERkTfN17KHvAs,Nhà Hàng Gà Hà Đạo,Lẩu gà ri thuốc bắc,360000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
ChIJbXvJ3_hbNDERkTfN17KHvAs,Nhà Hàng Gà Hà Đạo,Xôi chim câu hành phi,82000,đĩa,Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ
ChIJbXvJ3_hbNDERkTfN17KHvAs,Nhà Hàng Gà Hà Đạo,Lòng mề gà xào mướp giá,72000,đĩa,Lòng mề gà ri giòn xào mướp hương thơm phức
ChIJjeK6NbVbNDERr78CS12xC-g,Cơm Niêu Phú Ông,Cơm rang dưa bò,45000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJjeK6NbVbNDERr78CS12xC-g,Cơm Niêu Phú Ông,Cơm rang thập cẩm giòn,30000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJjeK6NbVbNDERr78CS12xC-g,Cơm Niêu Phú Ông,Cơm thố xá xíu nóng hổi,40000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJjeK6NbVbNDERr78CS12xC-g,Cơm Niêu Phú Ông,Suất cơm bình dân tự chọn (3 món mặn + rau),33000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJjeK6NbVbNDERr78CS12xC-g,Cơm Niêu Phú Ông,Cơm tấm sườn bì chả Sài Gòn,38000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJY4hb3GBaNDEREhBPxrcp4lM,Trúc Linh Quán Cua Đồng,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJY4hb3GBaNDEREhBPxrcp4lM,Trúc Linh Quán Cua Đồng,Thịt ba chỉ rang cháy cạnh,75000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJY4hb3GBaNDEREhBPxrcp4lM,Trúc Linh Quán Cua Đồng,Sườn non xào chua ngọt,75000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJY4hb3GBaNDEREhBPxrcp4lM,Trúc Linh Quán Cua Đồng,Rau muống luộc dầm sấu / xào tỏi,30000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJY4hb3GBaNDEREhBPxrcp4lM,Trúc Linh Quán Cua Đồng,Canh riêu cua đồng cà pháo,43000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJY4hb3GBaNDEREhBPxrcp4lM,Trúc Linh Quán Cua Đồng,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJKQ8MhhZaNDER6MnpGDF6iKE,Nhà Hàng Tuấn Tú,Cá kho tộ miền Tây đậm vị,83000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJKQ8MhhZaNDER6MnpGDF6iKE,Nhà Hàng Tuấn Tú,Thịt ba chỉ rang cháy cạnh,75000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJKQ8MhhZaNDER6MnpGDF6iKE,Nhà Hàng Tuấn Tú,Sườn non xào chua ngọt,82000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJKQ8MhhZaNDER6MnpGDF6iKE,Nhà Hàng Tuấn Tú,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJKQ8MhhZaNDER6MnpGDF6iKE,Nhà Hàng Tuấn Tú,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJKQ8MhhZaNDER6MnpGDF6iKE,Nhà Hàng Tuấn Tú,Cơm trắng gạo tám thơm,18000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJOWdAxlJbNDERP9R6PqI48MU,TheHill BBQ,Lẩu cua đồng sườn sụn bắp bò,350000,nồi,"Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn"
ChIJOWdAxlJbNDERP9R6PqI48MU,TheHill BBQ,Lẩu Thái hải sản chua cay,409000,nồi,"Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm"
ChIJOWdAxlJbNDERP9R6PqI48MU,TheHill BBQ,Set nướng BBQ thập cẩm bò ba chỉ,289000,set,"Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo"
ChIJOWdAxlJbNDERP9R6PqI48MU,TheHill BBQ,Ba chỉ bò Mỹ nhúng thêm,75000,đĩa,Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm
ChIJOWdAxlJbNDERP9R6PqI48MU,TheHill BBQ,Sườn sụn non heo thêm,80000,đĩa,Sườn non giòn sần sật nhúng lẩu
ChIJOWdAxlJbNDERP9R6PqI48MU,TheHill BBQ,Rau nấm tổng hợp nhúng lẩu,30000,đĩa,"Nấm kim châm, cải thảo, rau muống tươi"
ChIJq-olQU9cNDERPoCUlg3Aa3s,Nhà Nghỉ Yên Bình 2,Cá kho tộ miền Tây đậm vị,90000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJq-olQU9cNDERPoCUlg3Aa3s,Nhà Nghỉ Yên Bình 2,Thịt ba chỉ rang cháy cạnh,80000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJq-olQU9cNDERPoCUlg3Aa3s,Nhà Nghỉ Yên Bình 2,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJq-olQU9cNDERPoCUlg3Aa3s,Nhà Nghỉ Yên Bình 2,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJq-olQU9cNDERPoCUlg3Aa3s,Nhà Nghỉ Yên Bình 2,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJq-olQU9cNDERPoCUlg3Aa3s,Nhà Nghỉ Yên Bình 2,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJmR4LOGf9NDER11_bqb1OV5E,Nhà Hàng Thanh Bình Lẩu Cua Đồng Gà Ri,Gà ri hấp lá chanh (Cả con),210000,con,Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn
ChIJmR4LOGf9NDER11_bqb1OV5E,Nhà Hàng Thanh Bình Lẩu Cua Đồng Gà Ri,Gà ri nướng mật ong (Cả con),270000,con,Gà ri nướng mật ong thơm phức vàng óng
ChIJmR4LOGf9NDER11_bqb1OV5E,Nhà Hàng Thanh Bình Lẩu Cua Đồng Gà Ri,Gà rang muối tỏi,140000,đĩa,Gà ta chặt miếng rang muối đậm đà sần sật
ChIJmR4LOGf9NDER11_bqb1OV5E,Nhà Hàng Thanh Bình Lẩu Cua Đồng Gà Ri,Lẩu gà ri thuốc bắc,350000,nồi,Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm
